Virtual address: 16916, PageNum: 66, PageOff: 20, Physical address: 20, Value: 0
Virtual address: 45278, PageNum: 176, PageOff: 222, Physical address: 49118, Value: 44
Virtual address: 26256, PageNum: 102, PageOff: 144, Physical address: 49296, Value: 0
Virtual address: 64198, PageNum: 250, PageOff: 198, Physical address: 4550, Value: 62
Virtual address: 29441, PageNum: 115, PageOff: 1, Physical address: 49409, Value: 0
Virtual address: 1928, PageNum: 7, PageOff: 136, Physical address: 33160, Value: 0
Virtual address: 39425, PageNum: 154, PageOff: 1, Physical address: 43265, Value: 0
Virtual address: 32000, PageNum: 125, PageOff: 0, Physical address: 49664, Value: 0
Virtual address: 28549, PageNum: 111, PageOff: 133, Physical address: 28037, Value: 0
Virtual address: 46295, PageNum: 180, PageOff: 215, Physical address: 50135, Value: 53
Virtual address: 22772, PageNum: 88, PageOff: 244, Physical address: 3060, Value: 0
Virtual address: 58228, PageNum: 227, PageOff: 116, Physical address: 34164, Value: 0
Virtual address: 63525, PageNum: 248, PageOff: 37, Physical address: 28197, Value: 0
Virtual address: 32602, PageNum: 127, PageOff: 90, Physical address: 9562, Value: 31
Virtual address: 46195, PageNum: 180, PageOff: 115, Physical address: 50035, Value: 28
Virtual address: 55849, PageNum: 218, PageOff: 41, Physical address: 34601, Value: 0
Virtual address: 46454, PageNum: 181, PageOff: 118, Physical address: 50294, Value: 45
Virtual address: 7487, PageNum: 29, PageOff: 63, Physical address: 6207, Value: 79
Virtual address: 33879, PageNum: 132, PageOff: 87, Physical address: 42071, Value: 21
Virtual address: 42004, PageNum: 164, PageOff: 20, Physical address: 46100, Value: 0
Virtual address: 8599, PageNum: 33, PageOff: 151, Physical address: 20119, Value: 101
Virtual address: 18641, PageNum: 72, PageOff: 209, Physical address: 5585, Value: 0
Virtual address: 49015, PageNum: 191, PageOff: 119, Physical address: 50551, Value: -35
Virtual address: 26830, PageNum: 104, PageOff: 206, Physical address: 42702, Value: 26
Virtual address: 34754, PageNum: 135, PageOff: 194, Physical address: 18114, Value: 33
Virtual address: 14668, PageNum: 57, PageOff: 76, Physical address: 33356, Value: 0
Virtual address: 38362, PageNum: 149, PageOff: 218, Physical address: 20442, Value: 37
Virtual address: 38791, PageNum: 151, PageOff: 135, Physical address: 46983, Value: -31
Virtual address: 4171, PageNum: 16, PageOff: 75, Physical address: 50763, Value: 18
Virtual address: 45975, PageNum: 179, PageOff: 151, Physical address: 51095, Value: -27
Virtual address: 14623, PageNum: 57, PageOff: 31, Physical address: 33311, Value: 71
Virtual address: 62393, PageNum: 243, PageOff: 185, Physical address: 23993, Value: 0
Virtual address: 64658, PageNum: 252, PageOff: 146, Physical address: 6546, Value: 63
Virtual address: 10963, PageNum: 42, PageOff: 211, Physical address: 12499, Value: -76
Virtual address: 9058, PageNum: 35, PageOff: 98, Physical address: 48226, Value: 8
Virtual address: 51031, PageNum: 199, PageOff: 87, Physical address: 42839, Value: -43
Virtual address: 32425, PageNum: 126, PageOff: 169, Physical address: 7081, Value: 0
Virtual address: 45483, PageNum: 177, PageOff: 171, Physical address: 45995, Value: 106
Virtual address: 44611, PageNum: 174, PageOff: 67, Physical address: 11075, Value: -112
Virtual address: 63664, PageNum: 248, PageOff: 176, Physical address: 28336, Value: 0
Virtual address: 54920, PageNum: 214, PageOff: 136, Physical address: 3720, Value: 0
Virtual address: 7663, PageNum: 29, PageOff: 239, Physical address: 6383, Value: 123
Virtual address: 56480, PageNum: 220, PageOff: 160, Physical address: 51360, Value: 0
Virtual address: 1489, PageNum: 5, PageOff: 209, Physical address: 51665, Value: 0
Virtual address: 28438, PageNum: 111, PageOff: 22, Physical address: 27926, Value: 27
Virtual address: 65449, PageNum: 255, PageOff: 169, Physical address: 30633, Value: 0
Virtual address: 12441, PageNum: 48, PageOff: 153, Physical address: 45209, Value: 0
Virtual address: 58530, PageNum: 228, PageOff: 162, Physical address: 15522, Value: 57
Virtual address: 63570, PageNum: 248, PageOff: 82, Physical address: 28242, Value: 62
Virtual address: 26251, PageNum: 102, PageOff: 139, Physical address: 49291, Value: -94
Virtual address: 15972, PageNum: 62, PageOff: 100, Physical address: 21092, Value: 0
Virtual address: 35826, PageNum: 139, PageOff: 242, Physical address: 44018, Value: 34
Virtual address: 5491, PageNum: 21, PageOff: 115, Physical address: 21619, Value: 92
Virtual address: 54253, PageNum: 211, PageOff: 237, Physical address: 51949, Value: 0
Virtual address: 49655, PageNum: 193, PageOff: 247, Physical address: 45559, Value: 125
Virtual address: 5868, PageNum: 22, PageOff: 236, Physical address: 52204, Value: 0
Virtual address: 20163, PageNum: 78, PageOff: 195, Physical address: 40643, Value: -80
Virtual address: 51079, PageNum: 199, PageOff: 135, Physical address: 42887, Value: -31
Virtual address: 21398, PageNum: 83, PageOff: 150, Physical address: 9110, Value: 20
Virtual address: 32756, PageNum: 127, PageOff: 244, Physical address: 9716, Value: 0
Virtual address: 64196, PageNum: 250, PageOff: 196, Physical address: 4548, Value: 0
Virtual address: 43218, PageNum: 168, PageOff: 210, Physical address: 17618, Value: 42
Virtual address: 21583, PageNum: 84, PageOff: 79, Physical address: 52303, Value: 19
Virtual address: 25086, PageNum: 97, PageOff: 254, Physical address: 52734, Value: 24
Virtual address: 45515, PageNum: 177, PageOff: 203, Physical address: 46027, Value: 114
Virtual address: 12893, PageNum: 50, PageOff: 93, Physical address: 30301, Value: 0
Virtual address: 22914, PageNum: 89, PageOff: 130, Physical address: 52866, Value: 22
Virtual address: 58969, PageNum: 230, PageOff: 89, Physical address: 14937, Value: 0
Virtual address: 20094, PageNum: 78, PageOff: 126, Physical address: 40574, Value: 19
Virtual address: 13730, PageNum: 53, PageOff: 162, Physical address: 53154, Value: 13
Virtual address: 44059, PageNum: 172, PageOff: 27, Physical address: 53275, Value: 6
Virtual address: 28931, PageNum: 113, PageOff: 3, Physical address: 16387, Value: 64
Virtual address: 13533, PageNum: 52, PageOff: 221, Physical address: 36317, Value: 0
Virtual address: 33134, PageNum: 129, PageOff: 110, Physical address: 53614, Value: 32
Virtual address: 28483, PageNum: 111, PageOff: 67, Physical address: 27971, Value: -48
Virtual address: 1220, PageNum: 4, PageOff: 196, Physical address: 40900, Value: 0
Virtual address: 38174, PageNum: 149, PageOff: 30, Physical address: 20254, Value: 37
Virtual address: 53502, PageNum: 208, PageOff: 254, Physical address: 35582, Value: 52
Virtual address: 43328, PageNum: 169, PageOff: 64, Physical address: 29504, Value: 0
Virtual address: 4970, PageNum: 19, PageOff: 106, Physical address: 13674, Value: 4
Virtual address: 8090, PageNum: 31, PageOff: 154, Physical address: 33946, Value: 7
Virtual address: 2661, PageNum: 10, PageOff: 101, Physical address: 53861, Value: 0
Virtual address: 53903, PageNum: 210, PageOff: 143, Physical address: 54159, Value: -93
Virtual address: 11025, PageNum: 43, PageOff: 17, Physical address: 39953, Value: 0
Virtual address: 26627, PageNum: 104, PageOff: 3, Physical address: 42499, Value: 0
Virtual address: 18117, PageNum: 70, PageOff: 197, Physical address: 18885, Value: 0
Virtual address: 14505, PageNum: 56, PageOff: 169, Physical address: 5801, Value: 0
Virtual address: 61528, PageNum: 240, PageOff: 88, Physical address: 23128, Value: 0
Virtual address: 20423, PageNum: 79, PageOff: 199, Physical address: 16839, Value: -15
Virtual address: 26962, PageNum: 105, PageOff: 82, Physical address: 26962, Value: 26
Virtual address: 36392, PageNum: 142, PageOff: 40, Physical address: 14376, Value: 0
Virtual address: 11365, PageNum: 44, PageOff: 101, Physical address: 54373, Value: 0
Virtual address: 50882, PageNum: 198, PageOff: 194, Physical address: 26306, Value: 49
Virtual address: 41668, PageNum: 162, PageOff: 196, Physical address: 41924, Value: 0
Virtual address: 30497, PageNum: 119, PageOff: 33, Physical address: 16161, Value: 0
Virtual address: 36216, PageNum: 141, PageOff: 120, Physical address: 54648, Value: 0
Virtual address: 5619, PageNum: 21, PageOff: 243, Physical address: 21747, Value: 124
Virtual address: 36983, PageNum: 144, PageOff: 119, Physical address: 18295, Value: 29
Virtual address: 59557, PageNum: 232, PageOff: 165, Physical address: 26021, Value: 0
Virtual address: 36663, PageNum: 143, PageOff: 55, Physical address: 35639, Value: -51
Virtual address: 36436, PageNum: 142, PageOff: 84, Physical address: 14420, Value: 0
Virtual address: 37057, PageNum: 144, PageOff: 193, Physical address: 18369, Value: 0
Virtual address: 23585, PageNum: 92, PageOff: 33, Physical address: 54817, Value: 0
Virtual address: 58791, PageNum: 229, PageOff: 167, Physical address: 55207, Value: 105
Virtual address: 46666, PageNum: 182, PageOff: 74, Physical address: 55370, Value: 45
Virtual address: 64475, PageNum: 251, PageOff: 219, Physical address: 5083, Value: -10
Virtual address: 21615, PageNum: 84, PageOff: 111, Physical address: 52335, Value: 27
Virtual address: 41090, PageNum: 160, PageOff: 130, Physical address: 8834, Value: 40
Virtual address: 1771, PageNum: 6, PageOff: 235, Physical address: 43755, Value: -70
Virtual address: 47513, PageNum: 185, PageOff: 153, Physical address: 32153, Value: 0
Virtual address: 39338, PageNum: 153, PageOff: 170, Physical address: 55722, Value: 38
Virtual address: 1390, PageNum: 5, PageOff: 110, Physical address: 51566, Value: 1
Virtual address: 38772, PageNum: 151, PageOff: 116, Physical address: 46964, Value: 0
Virtual address: 58149, PageNum: 227, PageOff: 37, Physical address: 34085, Value: 0
Virtual address: 7196, PageNum: 28, PageOff: 28, Physical address: 43036, Value: 0
Virtual address: 9123, PageNum: 35, PageOff: 163, Physical address: 48291, Value: -24
Virtual address: 7491, PageNum: 29, PageOff: 67, Physical address: 6211, Value: 80
Virtual address: 62616, PageNum: 244, PageOff: 152, Physical address: 408, Value: 0
Virtual address: 15436, PageNum: 60, PageOff: 76, Physical address: 31820, Value: 0
Virtual address: 17491, PageNum: 68, PageOff: 83, Physical address: 41043, Value: 20
Virtual address: 53656, PageNum: 209, PageOff: 152, Physical address: 920, Value: 0
Virtual address: 26449, PageNum: 103, PageOff: 81, Physical address: 24401, Value: 0
Virtual address: 34935, PageNum: 136, PageOff: 119, Physical address: 26743, Value: 29
Virtual address: 19864, PageNum: 77, PageOff: 152, Physical address: 36504, Value: 0
Virtual address: 51388, PageNum: 200, PageOff: 188, Physical address: 32700, Value: 0
Virtual address: 15155, PageNum: 59, PageOff: 51, Physical address: 32307, Value: -52
Virtual address: 64775, PageNum: 253, PageOff: 7, Physical address: 2055, Value: 65
Virtual address: 47969, PageNum: 187, PageOff: 97, Physical address: 25697, Value: 0
Virtual address: 16315, PageNum: 63, PageOff: 187, Physical address: 55995, Value: -18
Virtual address: 1342, PageNum: 5, PageOff: 62, Physical address: 51518, Value: 1
Virtual address: 51185, PageNum: 199, PageOff: 241, Physical address: 42993, Value: 0
Virtual address: 6043, PageNum: 23, PageOff: 155, Physical address: 9371, Value: -26
Virtual address: 21398, PageNum: 83, PageOff: 150, Physical address: 9110, Value: 20
Virtual address: 3273, PageNum: 12, PageOff: 201, Physical address: 40393, Value: 0
Virtual address: 9370, PageNum: 36, PageOff: 154, Physical address: 22938, Value: 9
Virtual address: 35463, PageNum: 138, PageOff: 135, Physical address: 56199, Value: -95
Virtual address: 28205, PageNum: 110, PageOff: 45, Physical address: 34861, Value: 0
Virtual address: 2351, PageNum: 9, PageOff: 47, Physical address: 4655, Value: 75
Virtual address: 28999, PageNum: 113, PageOff: 71, Physical address: 16455, Value: 81
Virtual address: 47699, PageNum: 186, PageOff: 83, Physical address: 56403, Value: -108
Virtual address: 46870, PageNum: 183, PageOff: 22, Physical address: 19734, Value: 45
Virtual address: 22311, PageNum: 87, PageOff: 39, Physical address: 11303, Value: -55
Virtual address: 22124, PageNum: 86, PageOff: 108, Physical address: 56684, Value: 0
Virtual address: 22427, PageNum: 87, PageOff: 155, Physical address: 11419, Value: -26
Virtual address: 49344, PageNum: 192, PageOff: 192, Physical address: 8640, Value: 0
Virtual address: 23224, PageNum: 90, PageOff: 184, Physical address: 36024, Value: 0
Virtual address: 5514, PageNum: 21, PageOff: 138, Physical address: 21642, Value: 5
Virtual address: 20504, PageNum: 80, PageOff: 24, Physical address: 56856, Value: 0
Virtual address: 376, PageNum: 1, PageOff: 120, Physical address: 57208, Value: 0
Virtual address: 2014, PageNum: 7, PageOff: 222, Physical address: 33246, Value: 1
Virtual address: 38700, PageNum: 151, PageOff: 44, Physical address: 46892, Value: 0
Virtual address: 13098, PageNum: 51, PageOff: 42, Physical address: 44330, Value: 12
Virtual address: 62435, PageNum: 243, PageOff: 227, Physical address: 24035, Value: -8
Virtual address: 48046, PageNum: 187, PageOff: 174, Physical address: 25774, Value: 46
Virtual address: 63464, PageNum: 247, PageOff: 232, Physical address: 17128, Value: 0
Virtual address: 12798, PageNum: 49, PageOff: 254, Physical address: 31230, Value: 12
Virtual address: 51178, PageNum: 199, PageOff: 234, Physical address: 42986, Value: 49
Virtual address: 8627, PageNum: 33, PageOff: 179, Physical address: 20147, Value: 108
Virtual address: 27083, PageNum: 105, PageOff: 203, Physical address: 27083, Value: 114
Virtual address: 47198, PageNum: 184, PageOff: 94, Physical address: 29790, Value: 46
Virtual address: 44021, PageNum: 171, PageOff: 245, Physical address: 57589, Value: 0
Virtual address: 32792, PageNum: 128, PageOff: 24, Physical address: 4120, Value: 0
Virtual address: 43996, PageNum: 171, PageOff: 220, Physical address: 57564, Value: 0
Virtual address: 41126, PageNum: 160, PageOff: 166, Physical address: 8870, Value: 40
Virtual address: 64244, PageNum: 250, PageOff: 244, Physical address: 4596, Value: 0
Virtual address: 37047, PageNum: 144, PageOff: 183, Physical address: 18359, Value: 45
Virtual address: 60281, PageNum: 235, PageOff: 121, Physical address: 57721, Value: 0
Virtual address: 52904, PageNum: 206, PageOff: 168, Physical address: 47784, Value: 0
Virtual address: 7768, PageNum: 30, PageOff: 88, Physical address: 57944, Value: 0
Virtual address: 55359, PageNum: 216, PageOff: 63, Physical address: 58175, Value: 15
Virtual address: 3230, PageNum: 12, PageOff: 158, Physical address: 40350, Value: 3
Virtual address: 44813, PageNum: 175, PageOff: 13, Physical address: 13069, Value: 0
Virtual address: 4116, PageNum: 16, PageOff: 20, Physical address: 50708, Value: 0
Virtual address: 65222, PageNum: 254, PageOff: 198, Physical address: 48582, Value: 63
Virtual address: 28083, PageNum: 109, PageOff: 179, Physical address: 3507, Value: 108
Virtual address: 60660, PageNum: 236, PageOff: 244, Physical address: 7412, Value: 0
Virtual address: 39, PageNum: 0, PageOff: 39, Physical address: 58407, Value: 9
Virtual address: 328, PageNum: 1, PageOff: 72, Physical address: 57160, Value: 0
Virtual address: 47868, PageNum: 186, PageOff: 252, Physical address: 56572, Value: 0
Virtual address: 13009, PageNum: 50, PageOff: 209, Physical address: 30417, Value: 0
Virtual address: 22378, PageNum: 87, PageOff: 106, Physical address: 11370, Value: 21
Virtual address: 39304, PageNum: 153, PageOff: 136, Physical address: 55688, Value: 0
Virtual address: 11171, PageNum: 43, PageOff: 163, Physical address: 40099, Value: -24
Virtual address: 8079, PageNum: 31, PageOff: 143, Physical address: 33935, Value: -29
Virtual address: 52879, PageNum: 206, PageOff: 143, Physical address: 47759, Value: -93
Virtual address: 5123, PageNum: 20, PageOff: 3, Physical address: 15107, Value: 0
Virtual address: 4356, PageNum: 17, PageOff: 4, Physical address: 58628, Value: 0
Virtual address: 45745, PageNum: 178, PageOff: 177, Physical address: 7857, Value: 0
Virtual address: 32952, PageNum: 128, PageOff: 184, Physical address: 4280, Value: 0
Virtual address: 4657, PageNum: 18, PageOff: 49, Physical address: 27697, Value: 0
Virtual address: 24142, PageNum: 94, PageOff: 78, Physical address: 33614, Value: 23
Virtual address: 23319, PageNum: 91, PageOff: 23, Physical address: 20503, Value: -59
Virtual address: 13607, PageNum: 53, PageOff: 39, Physical address: 53031, Value: 73
Virtual address: 46304, PageNum: 180, PageOff: 224, Physical address: 50144, Value: 0
Virtual address: 17677, PageNum: 69, PageOff: 13, Physical address: 9741, Value: 0
Virtual address: 59691, PageNum: 233, PageOff: 43, Physical address: 47403, Value: 74
Virtual address: 50967, PageNum: 199, PageOff: 23, Physical address: 42775, Value: -59
Virtual address: 7817, PageNum: 30, PageOff: 137, Physical address: 57993, Value: 0
Virtual address: 8545, PageNum: 33, PageOff: 97, Physical address: 20065, Value: 0
Virtual address: 55297, PageNum: 216, PageOff: 1, Physical address: 58113, Value: 0
Virtual address: 52954, PageNum: 206, PageOff: 218, Physical address: 47834, Value: 51
Virtual address: 39720, PageNum: 155, PageOff: 40, Physical address: 38184, Value: 0
Virtual address: 18455, PageNum: 72, PageOff: 23, Physical address: 5399, Value: 5
Virtual address: 30349, PageNum: 118, PageOff: 141, Physical address: 59021, Value: 0
Virtual address: 63270, PageNum: 247, PageOff: 38, Physical address: 16934, Value: 61
Virtual address: 27156, PageNum: 106, PageOff: 20, Physical address: 28692, Value: 0
Virtual address: 20614, PageNum: 80, PageOff: 134, Physical address: 56966, Value: 20
Virtual address: 19372, PageNum: 75, PageOff: 172, Physical address: 14252, Value: 0
Virtual address: 48689, PageNum: 190, PageOff: 49, Physical address: 32817, Value: 0
Virtual address: 49386, PageNum: 192, PageOff: 234, Physical address: 8682, Value: 48
Virtual address: 50584, PageNum: 197, PageOff: 152, Physical address: 18584, Value: 0
Virtual address: 51936, PageNum: 202, PageOff: 224, Physical address: 27360, Value: 0
Virtual address: 34705, PageNum: 135, PageOff: 145, Physical address: 18065, Value: 0
Virtual address: 13653, PageNum: 53, PageOff: 85, Physical address: 53077, Value: 0
Virtual address: 50077, PageNum: 195, PageOff: 157, Physical address: 59293, Value: 0
Virtual address: 54518, PageNum: 212, PageOff: 246, Physical address: 19446, Value: 53
Virtual address: 41482, PageNum: 162, PageOff: 10, Physical address: 41738, Value: 40
Virtual address: 4169, PageNum: 16, PageOff: 73, Physical address: 50761, Value: 0
Virtual address: 36118, PageNum: 141, PageOff: 22, Physical address: 54550, Value: 35
Virtual address: 9584, PageNum: 37, PageOff: 112, Physical address: 59504, Value: 0
Virtual address: 18490, PageNum: 72, PageOff: 58, Physical address: 5434, Value: 18
Virtual address: 55420, PageNum: 216, PageOff: 124, Physical address: 58236, Value: 0
Virtual address: 5708, PageNum: 22, PageOff: 76, Physical address: 52044, Value: 0
Virtual address: 23506, PageNum: 91, PageOff: 210, Physical address: 20690, Value: 22
Virtual address: 15391, PageNum: 60, PageOff: 31, Physical address: 31775, Value: 7
Virtual address: 36368, PageNum: 142, PageOff: 16, Physical address: 14352, Value: 0
Virtual address: 38976, PageNum: 152, PageOff: 64, Physical address: 3904, Value: 0
Virtual address: 50406, PageNum: 196, PageOff: 230, Physical address: 14054, Value: 49
Virtual address: 49236, PageNum: 192, PageOff: 84, Physical address: 8532, Value: 0
Virtual address: 65035, PageNum: 254, PageOff: 11, Physical address: 48395, Value: -126
Virtual address: 30120, PageNum: 117, PageOff: 168, Physical address: 680, Value: 0
Virtual address: 62551, PageNum: 244, PageOff: 87, Physical address: 343, Value: 21
Virtual address: 46809, PageNum: 182, PageOff: 217, Physical address: 55513, Value: 0
Virtual address: 21687, PageNum: 84, PageOff: 183, Physical address: 52407, Value: 45
Virtual address: 53839, PageNum: 210, PageOff: 79, Physical address: 54095, Value: -109
Virtual address: 2098, PageNum: 8, PageOff: 50, Physical address: 35122, Value: 2
Virtual address: 12364, PageNum: 48, PageOff: 76, Physical address: 45132, Value: 0
Virtual address: 45366, PageNum: 177, PageOff: 54, Physical address: 45878, Value: 44
Virtual address: 50437, PageNum: 197, PageOff: 5, Physical address: 18437, Value: 0
Virtual address: 36675, PageNum: 143, PageOff: 67, Physical address: 35651, Value: -48
Virtual address: 55382, PageNum: 216, PageOff: 86, Physical address: 58198, Value: 54
Virtual address: 11846, PageNum: 46, PageOff: 70, Physical address: 59718, Value: 11
Virtual address: 49127, PageNum: 191, PageOff: 231, Physical address: 50663, Value: -7
Virtual address: 19900, PageNum: 77, PageOff: 188, Physical address: 36540, Value: 0
Virtual address: 20554, PageNum: 80, PageOff: 74, Physical address: 56906, Value: 20
Virtual address: 19219, PageNum: 75, PageOff: 19, Physical address: 14099, Value: -60
Virtual address: 51483, PageNum: 201, PageOff: 27, Physical address: 15899, Value: 70
Virtual address: 58090, PageNum: 226, PageOff: 234, Physical address: 3306, Value: 56
Virtual address: 39074, PageNum: 152, PageOff: 162, Physical address: 4002, Value: 38
Virtual address: 16060, PageNum: 62, PageOff: 188, Physical address: 21180, Value: 0
Virtual address: 10447, PageNum: 40, PageOff: 207, Physical address: 14799, Value: 51
Virtual address: 54169, PageNum: 211, PageOff: 153, Physical address: 51865, Value: 0
Virtual address: 20634, PageNum: 80, PageOff: 154, Physical address: 56986, Value: 20
Virtual address: 57555, PageNum: 224, PageOff: 211, Physical address: 38099, Value: 52
Virtual address: 61210, PageNum: 239, PageOff: 26, Physical address: 42266, Value: 59
Virtual address: 269, PageNum: 1, PageOff: 13, Physical address: 57101, Value: 0
Virtual address: 33154, PageNum: 129, PageOff: 130, Physical address: 53634, Value: 32
Virtual address: 64487, PageNum: 251, PageOff: 231, Physical address: 5095, Value: -7
Virtual address: 61223, PageNum: 239, PageOff: 39, Physical address: 42279, Value: -55
Virtual address: 47292, PageNum: 184, PageOff: 188, Physical address: 29884, Value: 0
Virtual address: 21852, PageNum: 85, PageOff: 92, Physical address: 24156, Value: 0
Virtual address: 5281, PageNum: 20, PageOff: 161, Physical address: 15265, Value: 0
Virtual address: 45912, PageNum: 179, PageOff: 88, Physical address: 51032, Value: 0
Virtual address: 32532, PageNum: 127, PageOff: 20, Physical address: 9492, Value: 0
Virtual address: 63067, PageNum: 246, PageOff: 91, Physical address: 22107, Value: -106
Virtual address: 41683, PageNum: 162, PageOff: 211, Physical address: 41939, Value: -76
Virtual address: 20981, PageNum: 81, PageOff: 245, Physical address: 39157, Value: 0
Virtual address: 33881, PageNum: 132, PageOff: 89, Physical address: 42073, Value: 0
Virtual address: 41785, PageNum: 163, PageOff: 57, Physical address: 38713, Value: 0
Virtual address: 4580, PageNum: 17, PageOff: 228, Physical address: 58852, Value: 0
Virtual address: 41389, PageNum: 161, PageOff: 173, Physical address: 25005, Value: 0
Virtual address: 28572, PageNum: 111, PageOff: 156, Physical address: 28060, Value: 0
Virtual address: 782, PageNum: 3, PageOff: 14, Physical address: 7950, Value: 0
Virtual address: 30273, PageNum: 118, PageOff: 65, Physical address: 58945, Value: 0
Virtual address: 62267, PageNum: 243, PageOff: 59, Physical address: 23867, Value: -50
Virtual address: 17922, PageNum: 70, PageOff: 2, Physical address: 18690, Value: 17
Virtual address: 63238, PageNum: 247, PageOff: 6, Physical address: 16902, Value: 61
Virtual address: 3308, PageNum: 12, PageOff: 236, Physical address: 40428, Value: 0
Virtual address: 26545, PageNum: 103, PageOff: 177, Physical address: 24497, Value: 0
Virtual address: 44395, PageNum: 173, PageOff: 107, Physical address: 44907, Value: 90
Virtual address: 39120, PageNum: 152, PageOff: 208, Physical address: 4048, Value: 0
Virtual address: 21706, PageNum: 84, PageOff: 202, Physical address: 52426, Value: 21
Virtual address: 7144, PageNum: 27, PageOff: 232, Physical address: 26600, Value: 0
Virtual address: 30244, PageNum: 118, PageOff: 36, Physical address: 58916, Value: 0
Virtual address: 3725, PageNum: 14, PageOff: 141, Physical address: 10125, Value: 0
Virtual address: 54632, PageNum: 213, PageOff: 104, Physical address: 48744, Value: 0
Virtual address: 30574, PageNum: 119, PageOff: 110, Physical address: 16238, Value: 29
Virtual address: 8473, PageNum: 33, PageOff: 25, Physical address: 19993, Value: 0
Virtual address: 12386, PageNum: 48, PageOff: 98, Physical address: 45154, Value: 12
Virtual address: 41114, PageNum: 160, PageOff: 154, Physical address: 8858, Value: 40
Virtual address: 57930, PageNum: 226, PageOff: 74, Physical address: 3146, Value: 56
Virtual address: 15341, PageNum: 59, PageOff: 237, Physical address: 32493, Value: 0
Virtual address: 15598, PageNum: 60, PageOff: 238, Physical address: 31982, Value: 15
Virtual address: 59922, PageNum: 234, PageOff: 18, Physical address: 10514, Value: 58
Virtual address: 18226, PageNum: 71, PageOff: 50, Physical address: 2354, Value: 17
Virtual address: 48162, PageNum: 188, PageOff: 34, Physical address: 17698, Value: 47
Virtual address: 41250, PageNum: 161, PageOff: 34, Physical address: 24866, Value: 40
Virtual address: 1512, PageNum: 5, PageOff: 232, Physical address: 51688, Value: 0
Virtual address: 2546, PageNum: 9, PageOff: 242, Physical address: 4850, Value: 2
Virtual address: 41682, PageNum: 162, PageOff: 210, Physical address: 41938, Value: 40
Virtual address: 322, PageNum: 1, PageOff: 66, Physical address: 57154, Value: 0
Virtual address: 880, PageNum: 3, PageOff: 112, Physical address: 8048, Value: 0
Virtual address: 20891, PageNum: 81, PageOff: 155, Physical address: 39067, Value: 102
Virtual address: 56604, PageNum: 221, PageOff: 28, Physical address: 13340, Value: 0
Virtual address: 40166, PageNum: 156, PageOff: 230, Physical address: 1254, Value: 39
Virtual address: 26791, PageNum: 104, PageOff: 167, Physical address: 42663, Value: 41
Virtual address: 44560, PageNum: 174, PageOff: 16, Physical address: 11024, Value: 0
Virtual address: 38698, PageNum: 151, PageOff: 42, Physical address: 46890, Value: 37
Virtual address: 64127, PageNum: 250, PageOff: 127, Physical address: 4479, Value: -97
Virtual address: 15028, PageNum: 58, PageOff: 180, Physical address: 24756, Value: 0
Virtual address: 38669, PageNum: 151, PageOff: 13, Physical address: 46861, Value: 0
Virtual address: 45637, PageNum: 178, PageOff: 69, Physical address: 7749, Value: 0
Virtual address: 43151, PageNum: 168, PageOff: 143, Physical address: 17551, Value: 35
Virtual address: 9465, PageNum: 36, PageOff: 249, Physical address: 23033, Value: 0
Virtual address: 2498, PageNum: 9, PageOff: 194, Physical address: 4802, Value: 2
Virtual address: 13978, PageNum: 54, PageOff: 154, Physical address: 31386, Value: 13
Virtual address: 16326, PageNum: 63, PageOff: 198, Physical address: 56006, Value: 15
Virtual address: 51442, PageNum: 200, PageOff: 242, Physical address: 32754, Value: 50
Virtual address: 34845, PageNum: 136, PageOff: 29, Physical address: 26653, Value: 0
Virtual address: 63667, PageNum: 248, PageOff: 179, Physical address: 28339, Value: 44
Virtual address: 39370, PageNum: 153, PageOff: 202, Physical address: 55754, Value: 38
Virtual address: 55671, PageNum: 217, PageOff: 119, Physical address: 60023, Value: 93
Virtual address: 64496, PageNum: 251, PageOff: 240, Physical address: 5104, Value: 0
Virtual address: 7767, PageNum: 30, PageOff: 87, Physical address: 57943, Value: -107
Virtual address: 6283, PageNum: 24, PageOff: 139, Physical address: 7563, Value: 34
Virtual address: 55884, PageNum: 218, PageOff: 76, Physical address: 34636, Value: 0
Virtual address: 61103, PageNum: 238, PageOff: 175, Physical address: 6063, Value: -85
Virtual address: 10184, PageNum: 39, PageOff: 200, Physical address: 60360, Value: 0
Virtual address: 39543, PageNum: 154, PageOff: 119, Physical address: 43383, Value: -99
Virtual address: 9555, PageNum: 37, PageOff: 83, Physical address: 59475, Value: 84
Virtual address: 13963, PageNum: 54, PageOff: 139, Physical address: 31371, Value: -94
Virtual address: 58975, PageNum: 230, PageOff: 95, Physical address: 14943, Value: -105
Virtual address: 19537, PageNum: 76, PageOff: 81, Physical address: 22609, Value: 0
Virtual address: 6101, PageNum: 23, PageOff: 213, Physical address: 9429, Value: 0
Virtual address: 41421, PageNum: 161, PageOff: 205, Physical address: 25037, Value: 0
Virtual address: 45502, PageNum: 177, PageOff: 190, Physical address: 46014, Value: 44
Virtual address: 29328, PageNum: 114, PageOff: 144, Physical address: 37008, Value: 0
Virtual address: 8149, PageNum: 31, PageOff: 213, Physical address: 34005, Value: 0
Virtual address: 25450, PageNum: 99, PageOff: 106, Physical address: 60522, Value: 24
Virtual address: 58944, PageNum: 230, PageOff: 64, Physical address: 14912, Value: 0
Virtual address: 50666, PageNum: 197, PageOff: 234, Physical address: 18666, Value: 49
